INDEX,STORY,QUERY
35,"In a clear morning, Morning Light is waiting for Dawn in the corridor. They are members of the study club, they plan to attract new members to join. Star is a new classmate who just transfers. Star is walking along the corridor. Morning Light sees Star, quickly glances at Dawn, then smiles at Star. Dawn understands the meaning of Morning Light's eyes, walks to Star with a nervous expression, and matches Morning Light's smile. After a brief conversation with Star, Star responds with a smile.","<question>###QUESTION: Seeing their interaction as Star walks down the hallway, what do you think he feels?</question><option>###OPTION: A. Feels surprised, he does not expect them to take the initiative to talk to him. B. Feels confused and curious, not clear about the meaning of their actions. C. Feels nervous, because he is new and is not ready to make friends with everyone. D. Feels very happy, because he thinks they might invite him to play.</option>"
36,"Xiao Hua is in the kitchen preparing dinner when suddenly he hears the doorbell ring. He turns down the fire and goes to open the door, finding it is his friend Xiao Li. Xiao Li holds some movie tickets in his hand and invites Xiao Hua to watch a movie. Xiao Hua thinks for a moment and tells Xiao Li that he must finish dinner first. At this time, Xiao Hua's sister also runs over and says she can help cook, letting Xiao Hua go play. Xiao Hua looks at the half-cooked dinner in the kitchen and hesitates.",<question>###QUESTION: What does Xiao Hua do next after hearing Xiao Li's invitation?</question><option>###OPTION: A. He continues to cook dinner. B. He accepts Xiao Li's invitation and goes to watch a movie. C. He lets his sister finish dinner and he rests. D. He goes to discuss with other friends whether to go to the movies.</option>
37,"Zhang Wei is a diligent college student, he is studying in the library for the upcoming exam. Suddenly, he receives an urgent call from his good friend Li Hua, Li Hua needs help solving a difficult math problem. Zhang Wei is happy to help, but he also realizes that time is pressing, the exam is less than two days away. While he is helping Li Hua, his other friend Wang Fang sends a message, inviting him to a birthday party tonight. Zhang Wei knows this party is important to Wang Fang, but he also knows he needs to study.","<question>###QUESTION: After Zhang Wei helps Li Hua solve the math problem, what does he do next?</question><option>###OPTION: A. He continues to study for the exam in the library. B. He goes home to rest because he feels very tired. C. He goes to Wang Fang's birthday party. D. He calls another friend to discuss whether to go to the party or not.</option>"
38,"Zhang Wei reads a book about astronomy in the library, he is full of curiosity about the mysteries of the universe. Suddenly, his good friend Li Hua sends a message, asking if he is still needed for the football match next week. Zhang Wei thinks for a while and replies to Li Hua. At this time, the library administrator comes over to remind Zhang Wei that the library is about to close, he needs to leave as soon as possible. It rains heavily outside, Zhang Wei worries that the way home is very difficult.","<question>###QUESTION: What is the most likely action of Zhang Wei before the library closes?</question><option>###OPTION: A. He continues to read the astronomy book. B. He replies to Li Hua with more details about the football match. C. He packs up his things and prepares to leave the library. D. He checks the weather forecast on his phone, considering whether to wait for the rain to stop before leaving.</option>"
39,"Li Hua is a person who is passionate about outdoor adventures, and he goes hiking or camping every weekend. He always seeks fresh and exciting experiences. Wang Fang, a quiet librarian, spends her weekends in a quiet library, reading and organizing books. She likes a calm and orderly environment. This weekend, Li Hua invites Wang Fang to go out for the weekend.",<question>###QUESTION: Where does Li Hua plan to spend the weekend with Wang Fang?</question><option>###OPTION: A. Hiking B. Library C. Sports Park D. Skiing</option>
40,"Li Ming is a TV drama fan, especially likes to watch suspense and crime series. On the other hand, his roommate Zhao Li is a loyal fan of reality shows, she likes to watch various reality shows and lifestyle programs, thinks these programs are more close to life, relaxed and interesting. In the choice of TV programs, Li Ming always gives way to Zhao Li. Tonight, the two sit in the living room together, Li Ming expresses he wants to watch what he wants to watch, but there is only one TV, facing the choice of what type of program to watch.","<question>###QUESTION: That night, what type of TV program do Li Ming and Zhao Li most likely watch together?</question><option>###OPTION: A. Challenge obstacle course reality show B. Suspense crime TV drama C. Exciting knowledge quiz program D. News report on criminal cases</option>"
41,"Lin Feng is a strict vegetarian, his diet is completely plant-based, he believes this lifestyle is beneficial to health and the environment. His friend Chen Nan, on the other hand, is a meat lover, his diet is dominated by meat, he believes meat is an important source of healthy eating and physical maintenance. Lin Feng plans to invite Chen Nan to participate in a certain activity.",<question>###QUESTION: What activity does Lin Feng most likely invite Chen Nan to participate in?</question><option>###OPTION: A. Vegetarian cooking class B. Barbecue party C. Seafood festival D. Plant-based milk tasting event</option>
42,"Xiao Hong is supposed to help her club prepare for this event, but she goes to visit a friend instead.",<question>###QUESTION: What kind of emotion does Xiao Hong's friend have?</question><option>###OPTION: A. Angry B. Proud C. Grateful D. Regretful</option>
43,"Xiao Hong is supposed to help her club prepare for this event, but she goes to visit a friend instead.",<question>###QUESTION: What kind of emotion does the club member have?</question><option>###OPTION: A. Angry B. Proud C. Grateful D. Regretful</option>
44,"Xiao Li is a volunteer teacher, she teaches children in rural areas, so that children receive education, at the same time, she also sees the harsh teaching environment and the lack of resources.",<question>###QUESTION: What kind of emotion does Xiao Li have?</question><option>###OPTION: A. Happy B. Angry C. Guilt D. Worry</option>
45,"Xiao Li is a volunteer teacher, she teaches children in rural areas, so that children receive education, at the same time, she also sees the harsh teaching environment and the lack of resources.",<question>###QUESTION: What kind of emotion do rural children have?</question><option>###OPTION: A. Happy B. Angry C. Guilt D. Worry</option>
46,High school student Li Hua stays up until three in the morning to complete his homework. Li Hua's parents find that the light in Li Hua's room is still on.,<question>###QUESTION: What kind of emotion does Li Hua have?</question><option>###OPTION: A. Happy B. Worry C. Sadness D. Tired</option>
47,High school student Li Hua stays up until three in the morning to complete his homework. Li Hua's parents find that the light in Li Hua's room is still on.,<question>###QUESTION: What kind of emotion do Li Hua's parents have?</question><option>###OPTION: A. Happy B. Worry C. Sadness D. Tired</option>
48,"Emily finds a book she really wants to read in the library, but discovers that the book is already borrowed by someone else. Emily sees a book with a similar cover next to it, thinks it is the same book, and takes it away. After returning home, Emily realizes it is a different book, but is too lazy to return it. Meanwhile, Kate is busy working in the library. She knows this book belongs to a blind person who is waiting for this book. Kate, who is recently cheated by a blind person she does not know, notices that Emily takes the wrong book, but she chooses not to tell Emily.","<question>###QUESTION: What is the possible intention behind Emily's behavior?</question><option>###OPTION: A. Emily possibly chooses not to return it due to negligence or thinking that this book is not important. B. Emily possibly takes it away without careful inspection because she is eager to read this book. C. Emily thinks this book belongs to the library, so there is no need to return it. D. Emily possibly mistakenly thinks she finds the book she wants, only realizing she takes the wrong one after returning home.</option>"
