INDEX,ABILITY,DATA_INDEX,STORY,QUESTION,OPTION-A,OPTION-B,OPTION-C,OPTION-D,ANSWER
47,Belief: Location false beliefs,3,"Xiaogang and Xiaoming are wandering in the bedroom, they see a handbag, a briefcase, and a backpack, they find cabbage in the handbag, Xiaoming leaves the bedroom, Xiaogang moves the cabbage to the backpack.","After Xiaoming returns to the bedroom, where does Xiaogang look for the cabbage?",Backpack,Briefcase,Handbag,Tote bag,A
48,Belief: Location false beliefs,4,"Xiaogang and Xiaoming are wandering in the bedroom, they see a handbag, a briefcase, and a backpack, they find cabbage in the handbag, Xiaoming leaves the bedroom, Xiaogang moves the cabbage to the backpack.","After Xiaoming returns to the bedroom, where does Xiaoming look for the cabbage?",Briefcase,Suitcase,Backpack,Handbag,D
49,Belief: Location false beliefs Belief: Second-order beliefs,5,"Xiaogang and Xiaoming are wandering in the bedroom, they see a handbag, a briefcase, and a backpack, they find cabbage in the handbag, Xiaoming leaves the bedroom, Xiaogang moves the cabbage to the backpack.","After Xiaoming returns to the bedroom, where does Xiaogang think Xiaoming looks for the cabbage?",Backpack,Handbag,Crossbody bag,Briefcase,B
50,Belief: Location false beliefs Belief: Second-order beliefs,6,"Xiaogang and Xiaoming are wandering in the bedroom, they see a handbag, a briefcase, and a backpack, they find cabbage in the handbag, Xiaoming leaves the bedroom, Xiaogang moves the cabbage to the backpack.","After Xiao Ming returns to the bedroom, where does Xiao Ming think Xiao Gang looks for the cabbage?",Hand suitcase,Handbag,Briefcase,Backpack,B
51,Belief: Location false beliefs,1,"Xiao Li and Li Lei are wandering in the attic, they see a handbag and a briefcase, they find a dress in the handbag, Li Lei leaves the attic, Xiao Li moves the dress to the briefcase.",Where is the dress now?,Briefcase,Box,Safe,Handbag,A
52,Belief: Location false beliefs,2,"Xiao Li and Li Lei are wandering in the attic, they see a handbag and a briefcase, they find a dress in the handbag, Li Lei leaves the attic, Xiao Li moves the dress to the briefcase.",Where is the dress before?,Briefcase,Handbag,Box,Cabinet,B
53,Belief: Location false beliefs,3,"Xiao Li and Li Lei are wandering in the attic, they see a handbag and a briefcase, they find a dress in the handbag, Li Lei leaves the attic, Xiao Li moves the dress to the briefcase.","After Li Lei returns to the attic, where does Xiao Li look for the dress?",Briefcase,Handbag,Safe,Tote bag,A
54,Belief: Location false beliefs,4,"Xiao Li and Li Lei are wandering in the attic, they see a handbag and a briefcase, they find a dress in the handbag, Li Lei leaves the attic, Xiao Li moves the dress to the briefcase.","After Li Lei returns to the attic, where does Li Lei look for the dress?",Handbag,Suitcase,Basket,Briefcase,A
55,Belief: Location false beliefs Belief: Second-order beliefs,5,"Xiao Li and Li Lei are wandering in the attic, they see a handbag and a briefcase, they find a dress in the handbag, Li Lei leaves the attic, Xiao Li moves the dress to the briefcase.","After Li Lei returns to the attic, where does Xiao Li think Li Lei looks for the dress?",Drawer,Handbag,Basket,Briefcase,B
56,Belief: Location false beliefs Belief: Second-order beliefs,6,"Xiao Li and Li Lei are wandering in the attic, they see a handbag and a briefcase, they find a dress in the handbag, Li Lei leaves the attic, Xiao Li moves the dress to the briefcase.","After Li Lei returns to the attic, where does Li Lei think Xiao Li looks for the dress?",Handbag,Briefcase,Safe,Box,A
57,Belief: Location false beliefs,1,"Xiao Li and Youyou are wandering in the basement, they see a suitcase, a backpack, and a storage locker, they find a hat in the suitcase, Youyou leaves the basement, Xiao Li moves the hat to the storage locker.",Where is the hat now?,Backpack,Suitcase,Storage locker,Cabinet,C
58,Belief: Location false beliefs,2,"Xiao Li and Youyou are wandering in the basement, they see a suitcase, a backpack, and a storage locker, they find a hat in the suitcase, Youyou leaves the basement, Xiao Li moves the hat to the storage locker.",Where is the hat before?,Storage locker,Backpack,Drawer,Suitcase,D
59,Belief: Location false beliefs,3,"Xiao Li and Youyou are wandering in the basement, they see a suitcase, a backpack, and a storage locker, they find a hat in the suitcase, Youyou leaves the basement, Xiao Li moves the hat to the storage locker.","After Youyou returns to the basement, where does Xiao Li look for the hat?",Suitcase,Storage locker,Backpack,Basket,B
60,Belief: Location false beliefs,4,"Xiao Li and Youyou are wandering in the basement, they see a suitcase, a backpack, and a storage locker, they find a hat in the suitcase, Youyou leaves the basement, Xiao Li moves the hat to the storage locker.","After Youyou returns to the basement, where does Youyou look for the hat?",Suitcase,Backpack,Storage locker,Cabinet,A
61,Belief: Location false beliefs Belief: Second-order beliefs,5,"Xiao Li and Youyou are wandering in the basement, they see a suitcase, a backpack, and a storage locker, they find a hat in the suitcase, Youyou leaves the basement, Xiao Li moves the hat to the storage locker.","After Youyou returns to the basement, where does Xiao Li think Youyou looks for the hat?",Backpack,Box,Storage locker,Suitcase,D
62,Belief: Location false beliefs Belief: Second-order beliefs,6,"Xiao Li and Youyou are wandering in the basement, they see a suitcase, a backpack, and a storage locker, they find a hat in the suitcase, Youyou leaves the basement, Xiao Li moves the hat to the storage locker.","After Youyou returns to the basement, where does Youyou think Xiao Li looks for the hat?",Storage locker,Suitcase,Backpack,Briefcase,B
63,Belief: Location false beliefs,1,"Zhang Wei and Xiao Ming are wandering in the library, they see a suitcase and a handbag, they find a sweater in the suitcase, Xiao Ming leaves the library, Zhang Wei moves the sweater to the handbag.",Where is the sweater now?,Handbag,Suitcase,Box,Briefcase,A
64,Belief: Location false beliefs,2,"Zhang Wei and Xiao Ming are wandering in the library, they see a suitcase and a handbag, they find a sweater in the suitcase, Xiao Ming leaves the library, Zhang Wei moves the sweater to the handbag.",Where is the sweater before?,Handbag,Locker,Basket,Suitcase,D
65,Belief: Location false beliefs,3,"Zhang Wei and Xiao Ming are wandering in the library, they see a suitcase and a handbag, they find a sweater in the suitcase, Xiao Ming leaves the library, Zhang Wei moves the sweater to the handbag.","After Xiao Ming returns to the library, where does Zhang Wei look for the sweater?",Cabinet,Handbag,Suitcase,Storage locker,B
